YEAR,MONTH,DAY,GRID_NO,TEMPERATURE_AVG
2011,12,14,,3.45
2011,12,15,,6.1
2011,12,16,,5.6000000000000005
2011,12,17,,4.5
2011,12,18,,2.6
2011,12,19,,1.0
2011,12,20,,4.85
2011,12,21,,6.15
2011,12,22,,10.4
2011,12,23,,8.1
2011,12,24,,5.95
2011,12,25,,8.3
2011,12,26,,9.2
2011,12,27,,5.8
2011,12,28,,5.25
2011,12,29,,6.050000000000001
2011,12,30,,5.45
2011,12,31,,8.05
2012,1,1,,11.7
2012,1,2,,6.9
2012,1,3,,7.699999999999999
2012,1,4,,6.4
2012,1,5,,8.15
2012,1,6,,4.9
2012,1,7,,7.050000000000001
2012,1,8,,6.95
2012,1,9,,8.6
2012,1,10,,8.1
2012,1,11,,8.8
2012,1,12,,7.8
2012,1,13,,4.2
2012,1,14,,3.3
2012,1,15,,1.9
2012,1,16,,1.4
2012,1,17,,0.7
2012,1,18,,1.9
2012,1,19,,8.4
2012,1,20,,5.5
2012,1,21,,8.2
2012,1,22,,7.8
2012,1,23,,5.050000000000001
2012,1,24,,2.35
2012,1,25,,5.25
2012,1,26,,6.050000000000001
2012,1,27,,5.25
2012,1,28,,2.8
2012,1,29,,0.75
2012,1,30,,-0.7000000000000001
2012,1,31,,-0.95
2012,2,1,,-3.9499999999999997
2012,2,2,,-4.05
2012,2,3,,-5.050000000000001
2012,2,4,,-9.950000000000001
2012,2,5,,-5.85
2012,2,6,,-3.1999999999999997
2012,2,7,,-8.0
2012,2,8,,-3.8000000000000003
2012,2,9,,-6.95
2012,2,10,,-5.1
2012,2,11,,-6.55
2012,2,12,,-6.3
2012,2,13,,0.9500000000000002
2012,2,14,,3.95
2012,2,15,,5.6
2012,2,16,,5.55
2012,2,17,,7.1000000000000005
2012,2,18,,6.3500000000000005
2012,2,19,,2.55
2012,2,20,,1.5999999999999999
2012,2,21,,4.95
2012,2,22,,4.8999999999999995
2012,2,23,,9.45
2012,2,24,,10.05
2012,2,25,,6.699999999999999
2012,2,26,,4.25
2012,2,27,,4.05
2012,2,28,,9.1
2012,2,29,,8.85
2012,3,1,,8.95
2012,3,2,,7.75
2012,3,3,,9.45
2012,3,4,,6.9
2012,3,5,,2.1
2012,3,6,,4.2
2012,3,7,,4.1
2012,3,8,,5.25
2012,3,9,,5.85
2012,3,10,,9.85
2012,3,11,,9.75
2012,3,12,,8.15
2012,3,13,,7.5
2012,3,14,,8.6
2012,3,15,,9.6
2012,3,16,,9.85
2012,3,17,,7.9
2012,3,18,,7.95
2012,3,19,,6.3999999999999995
2012,3,20,,7.25
2012,3,21,,8.55
2012,3,22,,11.7
2012,3,23,,12.55
2012,3,24,,11.3
2012,3,25,,9.2
2012,3,26,,10.299999999999999
2012,3,27,,10.5
2012,3,28,,10.549999999999999
2012,3,29,,8.5
2012,3,30,,6.5
2012,3,31,,5.55
2012,4,1,,4.55
2012,4,2,,7.0
2012,4,3,,8.1
2012,4,4,,8.2
2012,4,5,,6.55
2012,4,6,,5.3
2012,4,7,,5.75
2012,4,8,,5.8999999999999995
2012,4,9,,9.2
2012,4,10,,8.65
2012,4,11,,7.85
2012,4,12,,6.8
2012,4,13,,6.05
2012,4,14,,5.5
2012,4,15,,5.699999999999999
2012,4,16,,4.6000000000000005
2012,4,17,,3.05
2012,4,18,,6.9
2012,4,19,,8.45
2012,4,20,,8.95
2012,4,21,,7.449999999999999
2012,4,22,,8.600000000000001
2012,4,23,,8.4
2012,4,24,,8.3
2012,4,25,,8.0
2012,4,26,,10.7
2012,4,27,,10.75
2012,4,28,,9.600000000000001
2012,4,29,,13.399999999999999
2012,4,30,,13.549999999999999
2012,5,1,,13.45
2012,5,2,,7.85
2012,5,3,,10.0
2012,5,4,,10.100000000000001
2012,5,5,,7.65
2012,5,6,,9.100000000000001
2012,5,7,,10.8
2012,5,8,,14.05
2012,5,9,,16.1
2012,5,10,,18.75
2012,5,11,,13.15
2012,5,12,,8.75
2012,5,13,,8.700000000000001
2012,5,14,,10.55
2012,5,15,,8.45
2012,5,16,,8.55
2012,5,17,,8.95
2012,5,18,,12.85
2012,5,19,,14.55
2012,5,20,,11.1
2012,5,21,,10.399999999999999
2012,5,22,,13.15
2012,5,23,,14.2
2012,5,24,,18.25
2012,5,25,,18.3
2012,5,26,,18.7
2012,5,27,,19.95
2012,5,28,,18.75
2012,5,29,,17.4
2012,5,30,,16.7
2012,5,31,,16.2
2012,6,1,,16.75
2012,6,2,,15.75
2012,6,3,,12.05
2012,6,4,,9.7
2012,6,5,,10.450000000000001
2012,6,6,,15.05
2012,6,7,,15.75
2012,6,8,,14.45
2012,6,9,,13.35
2012,6,10,,13.049999999999999
2012,6,11,,13.7
2012,6,12,,14.0
2012,6,13,,11.55
2012,6,14,,12.0
2012,6,15,,16.299999999999997
2012,6,16,,16.5
2012,6,17,,16.1
2012,6,18,,13.649999999999999
2012,6,19,,13.9
2012,6,20,,15.350000000000001
2012,6,21,,18.35
2012,6,22,,14.65
2012,6,23,,14.850000000000001
2012,6,24,,14.7
2012,6,25,,15.149999999999999
2012,6,26,,17.05
2012,6,27,,19.450000000000003
2012,6,28,,23.3
2012,6,29,,18.8
2012,6,30,,18.299999999999997
2012,7,1,,14.75
2012,7,2,,15.7
2012,7,3,,17.55
2012,7,4,,21.7
2012,7,5,,18.95
2012,7,6,,16.9
2012,7,7,,17.0
2012,7,8,,16.75
2012,7,9,,16.7
2012,7,10,,15.85
2012,7,11,,15.85
2012,7,12,,15.45
2012,7,13,,15.850000000000001
2012,7,14,,15.1
2012,7,15,,14.0
2012,7,16,,13.75
2012,7,17,,17.25
2012,7,18,,16.5
2012,7,19,,17.25
2012,7,20,,15.850000000000001
2012,7,21,,14.25
2012,7,22,,14.9
2012,7,23,,18.9
2012,7,24,,19.85
2012,7,25,,19.35
2012,7,26,,20.85
2012,7,27,,19.55
2012,7,28,,16.85
2012,7,29,,15.65
2012,7,30,,15.15
2012,7,31,,15.4
2012,8,1,,19.1
2012,8,2,,18.4
2012,8,3,,17.9
2012,8,4,,17.75
2012,8,5,,17.95
2012,8,6,,16.85
2012,8,7,,15.350000000000001
2012,8,8,,16.0
2012,8,9,,18.5
2012,8,10,,16.45
2012,8,11,,16.700000000000003
2012,8,12,,19.25
2012,8,13,,18.6
2012,8,14,,18.65
2012,8,15,,21.5
2012,8,16,,18.85
2012,8,17,,23.0
2012,8,18,,26.25
2012,8,19,,23.4
2012,8,20,,20.75
2012,8,21,,19.65
2012,8,22,,17.7
2012,8,23,,16.9
2012,8,24,,18.8
2012,8,25,,17.049999999999997
2012,8,26,,16.05
2012,8,27,,16.6
2012,8,28,,17.85
2012,8,29,,16.4
2012,8,30,,15.600000000000001
2012,8,31,,12.4
2012,9,1,,12.75
2012,9,2,,16.75
2012,9,3,,17.85
2012,9,4,,18.200000000000003
2012,9,5,,15.4
2012,9,6,,14.899999999999999
2012,9,7,,16.25
2012,9,8,,17.2
2012,9,9,,18.65
2012,9,10,,20.05
2012,9,11,,15.35
2012,9,12,,13.2
2012,9,13,,14.25
2012,9,14,,14.649999999999999
2012,9,15,,14.3
2012,9,16,,14.55
2012,9,17,,15.3
2012,9,18,,12.9
2012,9,19,,10.5
2012,9,20,,11.7
2012,9,21,,11.3
2012,9,22,,11.7
2012,9,23,,9.25
2012,9,24,,14.299999999999999
2012,9,25,,13.35
2012,9,26,,13.8
2012,9,27,,12.65
2012,9,28,,13.55
2012,9,29,,11.15
2012,9,30,,10.8
2012,10,1,,13.3
2012,10,2,,14.8
2012,10,3,,12.25
2012,10,4,,11.85
2012,10,5,,13.2
2012,10,6,,10.4
2012,10,7,,9.3
2012,10,8,,9.0
2012,10,9,,11.2
2012,10,10,,8.9
2012,10,11,,9.200000000000001
2012,10,12,,10.95
2012,10,13,,7.8
2012,10,14,,7.8500000000000005
2012,10,15,,8.85
2012,10,16,,11.45
2012,10,17,,10.85
2012,10,18,,13.05
2012,10,19,,15.45
2012,10,20,,13.45
2012,10,21,,11.850000000000001
2012,10,22,,15.95
2012,10,23,,14.05
2012,10,24,,13.200000000000001
2012,10,25,,11.05
2012,10,26,,5.15
2012,10,27,,3.55
2012,10,28,,5.05
2012,10,29,,7.050000000000001
2012,10,30,,6.45
2012,10,31,,8.399999999999999
2012,11,1,,7.6000000000000005
2012,11,2,,5.95
2012,11,3,,7.25
2012,11,4,,6.4
2012,11,5,,5.6000000000000005
2012,11,6,,5.95
2012,11,7,,10.1
2012,11,8,,10.100000000000001
2012,11,9,,9.65
2012,11,10,,9.7
2012,11,11,,6.85
2012,11,12,,5.800000000000001
2012,11,13,,8.55
2012,11,14,,7.4
2012,11,15,,3.9000000000000004
2012,11,16,,3.5500000000000003
2012,11,17,,5.25
2012,11,18,,5.5
2012,11,19,,5.25
2012,11,20,,9.6
2012,11,21,,7.9
2012,11,22,,7.65
2012,11,23,,6.4
2012,11,24,,6.2
2012,11,25,,9.8
2012,11,26,,8.05
2012,11,27,,6.9
2012,11,28,,6.05
2012,11,29,,4.35
2012,11,30,,3.4
2012,12,1,,2.3
2012,12,2,,2.25
2012,12,3,,3.9000000000000004
2012,12,4,,3.75
2012,12,5,,1.15
2012,12,6,,1.5
2012,12,7,,0.65
2012,12,8,,2.1999999999999997
2012,12,9,,4.3
2012,12,10,,3.9
2012,12,11,,1.1
2012,12,12,,-0.10000000000000009
2012,12,13,,-1.9
2012,12,14,,5.0
2012,12,15,,7.800000000000001
2012,12,16,,6.5
2012,12,17,,7.0
2012,12,18,,5.15
2012,12,19,,4.0
2012,12,20,,5.199999999999999
2012,12,21,,7.9
2012,12,22,,8.15
2012,12,23,,10.55
2012,12,24,,9.65
2012,12,25,,8.25
2012,12,26,,7.1
2012,12,27,,7.5
2012,12,28,,7.3
2012,12,29,,9.3
2012,12,30,,6.05
2012,12,31,,8.6
2013,1,1,,5.65
2013,1,2,,5.75
2013,1,3,,9.3
2013,1,4,,8.4
2013,1,5,,7.6
2013,1,6,,7.1
2013,1,7,,6.1
2013,1,8,,5.6
2013,1,9,,5.25
2013,1,10,,3.3
2013,1,11,,2.15
2013,1,12,,-1.45
2013,1,13,,-2.75
2013,1,14,,-4.3
2013,1,15,,-2.8499999999999996
2013,1,16,,-7.1499999999999995
2013,1,17,,-8.3
2013,1,18,,-4.6000000000000005
2013,1,19,,-3.1500000000000004
2013,1,20,,-5.15
2013,1,21,,-2.4
2013,1,22,,-0.3999999999999999
2013,1,23,,-4.95
2013,1,24,,-7.1499999999999995
2013,1,25,,-8.0
2013,1,26,,-0.95
2013,1,27,,5.4
2013,1,28,,5.65
2013,1,29,,9.25
2013,1,30,,10.25
2013,1,31,,7.95
2013,2,1,,5.65
2013,2,2,,3.1999999999999997
2013,2,3,,4.45
2013,2,4,,8.1
2013,2,5,,4.1000000000000005
2013,2,6,,3.55
2013,2,7,,2.8000000000000003
2013,2,8,,2.15
2013,2,9,,-0.3500000000000001
2013,2,10,,0.25
2013,2,11,,-0.7
2013,2,12,,-1.65
2013,2,13,,-1.3499999999999999
2013,2,14,,-0.15000000000000002
2013,2,15,,4.5
2013,2,16,,5.7
2013,2,17,,2.9
2013,2,18,,3.1
2013,2,19,,1.9499999999999997
2013,2,20,,2.0500000000000003
2013,2,21,,-1.1
2013,2,22,,-2.3
2013,2,23,,-2.55
2013,2,24,,-0.35
2013,2,25,,1.3
2013,2,26,,2.5
2013,2,27,,2.05
2013,2,28,,1.3
2013,3,1,,1.75
2013,3,2,,2.35
2013,3,3,,4.15
2013,3,4,,4.449999999999999
2013,3,5,,8.8
2013,3,6,,11.25
2013,3,7,,9.1
2013,3,8,,8.850000000000001
2013,3,9,,7.3
2013,3,10,,2.1
2013,3,11,,-1.75
2013,3,12,,-3.15
2013,3,13,,-3.05
2013,3,14,,0.34999999999999987
2013,3,15,,0.6500000000000001
2013,3,16,,5.0
2013,3,17,,5.8999999999999995
2013,3,18,,4.0
2013,3,19,,3.8000000000000003
2013,3,20,,1.8
2013,3,21,,3.3499999999999996
2013,3,22,,3.15
2013,3,23,,1.45
2013,3,24,,-0.8500000000000001
2013,3,25,,0.19999999999999996
2013,3,26,,1.7000000000000002
2013,3,27,,1.7500000000000002
2013,3,28,,2.6999999999999997
2013,3,29,,1.65
2013,3,30,,0.09999999999999987
2013,3,31,,0.6999999999999997
2013,4,1,,3.3499999999999996
2013,4,2,,3.1500000000000004
2013,4,3,,2.4000000000000004
2013,4,4,,4.2
2013,4,5,,3.0
2013,4,6,,3.35
2013,4,7,,4.199999999999999
2013,4,8,,6.45
2013,4,9,,6.0
2013,4,10,,6.95
2013,4,11,,9.55
2013,4,12,,9.8
2013,4,13,,10.15
2013,4,14,,17.05
2013,4,15,,13.350000000000001
2013,4,16,,11.45
2013,4,17,,15.55
2013,4,18,,11.7
2013,4,19,,8.0
2013,4,20,,6.3500000000000005
2013,4,21,,6.7
2013,4,22,,8.3
2013,4,23,,11.65
2013,4,24,,11.9
2013,4,25,,15.700000000000001
2013,4,26,,9.65
2013,4,27,,6.2
2013,4,28,,7.7
2013,4,29,,8.75
2013,4,30,,7.8
2013,5,1,,10.450000000000001
2013,5,2,,9.85
2013,5,3,,11.25
2013,5,4,,10.4
2013,5,5,,12.65
2013,5,6,,11.55
2013,5,7,,13.45
2013,5,8,,12.15
2013,5,9,,11.25
2013,5,10,,11.5
2013,5,11,,9.85
2013,5,12,,9.25
2013,5,13,,11.4
2013,5,14,,9.25
2013,5,15,,11.15
2013,5,16,,8.55
2013,5,17,,8.2
2013,5,18,,11.35
2013,5,19,,12.75
2013,5,20,,9.2
2013,5,21,,8.75
2013,5,22,,9.7
2013,5,23,,6.65
2013,5,24,,6.2
2013,5,25,,7.55
2013,5,26,,11.399999999999999
2013,5,27,,12.45
2013,5,28,,13.15
2013,5,29,,9.4
2013,5,30,,10.95
2013,5,31,,12.0
2013,6,1,,10.95
2013,6,2,,10.600000000000001
2013,6,3,,11.25
2013,6,4,,10.95
2013,6,5,,14.25
2013,6,6,,16.8
2013,6,7,,18.299999999999997
2013,6,8,,14.3
2013,6,9,,12.75
2013,6,10,,11.8
2013,6,11,,14.15
2013,6,12,,18.1
2013,6,13,,15.65
2013,6,14,,14.350000000000001
2013,6,15,,14.9
2013,6,16,,14.0
2013,6,17,,17.7
2013,6,18,,22.049999999999997
2013,6,19,,19.4
2013,6,20,,19.6
2013,6,21,,15.05
2013,6,22,,14.5
2013,6,23,,14.7
2013,6,24,,12.2
2013,6,25,,13.65
2013,6,26,,12.75
2013,6,27,,14.1
2013,6,28,,14.1
2013,6,29,,13.200000000000001
2013,6,30,,15.75
2013,7,1,,15.55
2013,7,2,,15.75
2013,7,3,,16.1
2013,7,4,,14.9
2013,7,5,,17.05
2013,7,6,,18.15
2013,7,7,,19.45
2013,7,8,,19.200000000000003
2013,7,9,,19.0
2013,7,10,,17.15
2013,7,11,,15.8
2013,7,12,,14.5
2013,7,13,,17.65
2013,7,14,,17.799999999999997
2013,7,15,,18.799999999999997
2013,7,16,,18.700000000000003
2013,7,17,,20.0
2013,7,18,,19.25
2013,7,19,,20.6
2013,7,20,,17.75
2013,7,21,,21.45
2013,7,22,,23.55
2013,7,23,,23.45
2013,7,24,,21.1
2013,7,25,,21.95
2013,7,26,,21.55
2013,7,27,,21.1
2013,7,28,,19.8
2013,7,29,,19.15
2013,7,30,,16.05
2013,7,31,,19.9
2013,8,1,,23.35
2013,8,2,,24.75
2013,8,3,,18.65
2013,8,4,,18.85
2013,8,5,,20.25
2013,8,6,,18.85
2013,8,7,,15.899999999999999
2013,8,8,,15.8
2013,8,9,,16.85
2013,8,10,,16.05
2013,8,11,,16.95
2013,8,12,,16.25
2013,8,13,,14.799999999999999
2013,8,14,,16.55
2013,8,15,,17.95
2013,8,16,,19.85
2013,8,17,,20.65
2013,8,18,,19.3
2013,8,19,,16.7
2013,8,20,,17.3
2013,8,21,,17.4
2013,8,22,,15.55
2013,8,23,,21.3
2013,8,24,,16.950000000000003
2013,8,25,,17.15
2013,8,26,,18.2
2013,8,27,,18.6
2013,8,28,,16.35
2013,8,29,,17.95
2013,8,30,,17.200000000000003
2013,8,31,,13.8
2013,9,1,,13.149999999999999
2013,9,2,,16.9
2013,9,3,,18.2
2013,9,4,,19.5
2013,9,5,,23.6
2013,9,6,,18.55
2013,9,7,,15.75
2013,9,8,,15.55
2013,9,9,,12.5
2013,9,10,,11.65
2013,9,11,,12.95
2013,9,12,,12.85
2013,9,13,,12.3
2013,9,14,,13.4
2013,9,15,,12.9
2013,9,16,,11.55
2013,9,17,,10.3
2013,9,18,,12.649999999999999
2013,9,19,,11.649999999999999
2013,9,20,,12.399999999999999
2013,9,21,,12.149999999999999
2013,9,22,,16.75
2013,9,23,,15.9
2013,9,24,,14.85
2013,9,25,,15.4
2013,9,26,,14.25
2013,9,27,,11.9
2013,9,28,,14.0
2013,9,29,,13.55
2013,9,30,,13.7
2013,10,1,,12.15
2013,10,2,,14.149999999999999
2013,10,3,,14.899999999999999
2013,10,4,,17.0
2013,10,5,,14.55
2013,10,6,,13.649999999999999
2013,10,7,,12.5
2013,10,8,,12.5
2013,10,9,,13.6
2013,10,10,,8.6
2013,10,11,,7.4
2013,10,12,,8.35
2013,10,13,,7.85
2013,10,14,,9.65
2013,10,15,,10.35
2013,10,16,,9.95
2013,10,17,,14.25
2013,10,18,,11.0
2013,10,19,,11.75
2013,10,20,,14.450000000000001
2013,10,21,,14.8
2013,10,22,,16.85
2013,10,23,,14.15
2013,10,24,,10.8
2013,10,25,,14.399999999999999
2013,10,26,,16.2
2013,10,27,,13.75
2013,10,28,,12.8
2013,10,29,,8.45
2013,10,30,,8.850000000000001
2013,10,31,,9.649999999999999
2013,11,1,,10.75
2013,11,2,,11.25
2013,11,3,,8.899999999999999
2013,11,4,,8.3
2013,11,5,,6.25
2013,11,6,,10.899999999999999
2013,11,7,,11.5
2013,11,8,,9.05
2013,11,9,,7.050000000000001
2013,11,10,,6.45
2013,11,11,,4.25
2013,11,12,,7.85
2013,11,13,,6.3500000000000005
2013,11,14,,5.55
2013,11,15,,7.55
2013,11,16,,3.7
2013,11,17,,5.699999999999999
2013,11,18,,5.25
2013,11,19,,5.55
2013,11,20,,2.1
2013,11,21,,1.8
2013,11,22,,2.5500000000000003
2013,11,23,,4.6000000000000005
2013,11,24,,5.0
2013,11,25,,4.800000000000001
2013,11,26,,5.35
2013,11,27,,5.25
2013,11,28,,7.25
2013,11,29,,7.65
2013,11,30,,5.85
2013,12,1,,6.35
2013,12,2,,5.4
2013,12,3,,0.7499999999999998
2013,12,4,,4.65
2013,12,5,,4.45
2013,12,6,,4.2
2013,12,7,,6.75
2013,12,8,,8.1
2013,12,9,,7.0
2013,12,10,,3.9000000000000004
2013,12,11,,3.65
2013,12,12,,0.8
2013,12,13,,1.2000000000000002
2013,12,14,,6.3
2013,12,15,,7.15
2013,12,16,,8.35
2013,12,17,,6.199999999999999
2013,12,18,,7.6
2013,12,19,,7.3
2013,12,20,,5.6499999999999995
2013,12,21,,6.25
2013,12,22,,8.2
2013,12,23,,7.8
2013,12,24,,9.25
2013,12,25,,6.35
2013,12,26,,5.2
2013,12,27,,6.449999999999999
2013,12,28,,6.8500000000000005
2013,12,29,,5.15
2013,12,30,,4.95
2013,12,31,,6.3
